-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 12/31/2019 in LST
Location: latitude  25.59   longitude 85.13 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 59.4 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,T2M,RH2M,PRECTOTCORR
2019,6,19,38.59,28.55,0.01
2019,6,20,38.25,29.59,0.16
2019,6,21,36.3,44.33,1.19
2019,6,22,31.35,67.83,23.14
2019,6,23,34.33,56.96,4.38
2019,6,24,36.02,48.22,0.0
2019,6,25,37.64,42.95,0.2
2019,6,26,38.01,42.0,2.42
2019,6,27,35.2,54.46,7.8
2019,6,28,36.74,46.89,2.21
2019,6,29,35.88,48.96,1.56
2019,6,30,35.15,51.72,3.55
2019,7,1,34.36,54.37,2.85
2019,7,2,33.34,60.33,4.07
2019,7,3,34.56,56.74,1.47
2019,7,4,34.01,57.86,2.24
2019,7,5,35.14,54.2,0.9
2019,7,6,32.18,67.56,11.71
2019,7,7,31.2,73.5,20.92
2019,7,8,30.02,81.94,38.28
2019,7,9,29.53,84.28,32.92
2019,7,10,29.68,81.41,30.99
2019,7,11,28.0,90.37,47.98
2019,7,12,29.34,84.1,18.25
2019,7,13,29.22,85.55,11.73
2019,7,14,30.57,77.62,5.29
2019,7,15,31.3,76.48,3.13
2019,7,16,31.09,75.75,0.64
2019,7,17,31.47,74.02,0.13
2019,7,18,31.92,74.01,3.14
2019,7,19,31.9,73.7,2.68
2019,7,20,31.65,74.05,3.32
2019,7,21,31.98,72.71,1.24
2019,7,22,32.14,74.46,0.61
2019,7,23,30.94,80.74,14.94
2019,7,24,29.28,86.87,11.46
2019,7,25,29.4,81.72,14.07
2019,7,26,29.34,82.21,6.07
2019,7,27,29.66,83.54,9.58
2019,7,28,29.7,83.75,8.91
2019,7,29,29.89,81.58,0.86
2019,7,30,28.94,83.4,1.85
2019,7,31,29.45,80.2,0.88
2019,8,1,29.26,81.95,0.84
2019,8,2,28.84,85.1,0.1
2019,8,3,30.62,78.81,2.87
2019,8,4,30.44,78.74,0.71
2019,8,5,31.18,79.07,1.05
2019,8,6,31.16,81.26,8.03
2019,8,7,30.14,85.05,8.98
2019,8,8,29.47,81.42,1.48
2019,8,9,30.39,79.18,1.62
2019,8,10,30.53,77.22,2.89
2019,8,11,30.77,79.15,10.19
2019,8,12,29.87,83.4,6.11
2019,8,13,29.07,85.58,11.02
2019,8,14,28.54,87.37,7.9
2019,8,15,29.36,81.82,7.66
2019,8,16,29.83,78.42,2.12
2019,8,17,29.2,83.0,5.82
2019,8,18,29.13,83.23,13.0
2019,8,19,29.2,86.02,7.38
2019,8,20,29.84,82.49,0.98
2019,8,21,29.77,84.6,5.65
2019,8,22,30.22,81.08,0.94
2019,8,23,29.54,82.29,12.49
2019,8,24,28.37,88.37,3.22
2019,8,25,28.33,85.71,4.52
2019,8,26,29.25,83.19,3.51
2019,8,27,29.66,80.85,3.16
2019,8,28,29.96,81.47,0.0
2019,8,29,29.76,81.55,3.88
2019,8,30,30.55,76.45,0.68
2019,8,31,30.73,76.02,0.02
2019,9,1,29.58,78.75,0.05
2019,9,2,30.21,77.48,0.1
2019,9,3,29.83,79.09,0.21
2019,9,4,29.35,80.3,0.13
2019,9,5,29.04,82.68,0.41
2019,9,6,30.34,76.61,0.09
2019,9,7,30.51,76.01,0.09
2019,9,8,30.25,78.75,2.37
2019,9,9,29.73,80.38,5.35
2019,9,10,29.67,80.61,4.05
2019,9,11,29.46,84.87,2.59
2019,9,12,29.58,82.22,4.46
2019,9,13,28.76,83.56,8.32
2019,9,14,28.72,81.77,16.7
2019,9,15,29.37,80.07,1.51
2019,9,16,29.75,77.77,1.86
2019,9,17,28.41,86.09,25.37
2019,9,18,27.6,88.28,18.06
2019,9,19,27.44,84.67,0.17
2019,9,20,28.66,79.98,1.1
2019,9,21,28.78,81.32,4.77
2019,9,22,28.05,85.42,5.25
2019,9,23,26.71,90.25,4.75
2019,9,24,26.6,89.6,1.05
2019,9,25,26.09,91.52,11.38
2019,9,26,25.54,91.49,20.82
2019,9,27,25.03,93.51,37.03
2019,9,28,25.02,94.05,88.11
2019,9,29,25.05,93.52,52.7
2019,9,30,25.45,89.02,9.77
2019,10,1,26.4,86.81,0.18
2019,10,2,26.37,87.23,0.59
2019,10,3,26.58,86.39,0.86
2019,10,4,26.94,82.15,0.31
2019,10,5,26.67,84.57,0.14
2019,10,6,25.82,83.41,0.01
2019,10,7,25.47,82.86,0.0
2019,10,8,26.24,78.27,0.26
2019,10,9,26.17,83.12,0.07
2019,10,10,25.86,82.68,0.0
2019,10,11,24.77,82.99,0.0
2019,10,12,24.64,79.57,0.0
2019,10,13,24.72,79.89,0.02
2019,10,14,25.11,78.17,0.0
2019,10,15,25.64,72.53,0.0
2019,10,16,24.95,72.39,0.0
2019,10,17,24.38,74.27,0.0
2019,10,18,25.22,76.26,0.04
2019,10,19,24.89,84.35,2.07
2019,10,20,24.65,87.22,0.84
2019,10,21,24.23,88.05,0.04
2019,10,22,23.39,83.68,0.0
2019,10,23,22.91,80.69,0.0
2019,10,24,22.14,85.48,0.24
2019,10,25,21.58,91.33,1.14
2019,10,26,22.26,82.39,0.0
2019,10,27,22.34,84.34,0.0
2019,10,28,21.78,85.64,0.0
2019,10,29,22.59,83.3,0.0
2019,10,30,22.45,86.24,0.0
2019,10,31,22.99,86.92,0.0
2019,11,1,23.31,85.83,0.0
2019,11,2,22.98,87.33,0.0
2019,11,3,23.0,87.45,0.0
2019,11,4,23.14,85.31,0.0
2019,11,5,22.53,82.88,0.0
2019,11,6,21.09,80.12,0.0
2019,11,7,21.14,73.25,0.0
2019,11,8,22.2,75.47,0.0
2019,11,9,23.83,81.32,0.0
2019,11,10,24.47,81.95,0.0
2019,11,11,21.81,78.24,0.0
2019,11,12,19.9,78.89,0.0
2019,11,13,20.05,78.64,0.0
2019,11,14,20.64,75.97,0.0
2019,11,15,20.68,81.37,0.0
2019,11,16,20.12,81.7,0.0
2019,11,17,19.37,82.35,0.0
2019,11,18,19.52,79.51,0.0
2019,11,19,18.45,77.2,0.0
2019,11,20,19.64,71.87,0.0
2019,11,21,18.96,73.23,0.0
2019,11,22,18.26,80.88,0.0
2019,11,23,19.41,82.64,0.0
2019,11,24,18.41,84.77,0.0
2019,11,25,20.04,80.11,0.0
2019,11,26,21.07,72.9,0.0
2019,11,27,20.63,74.34,0.0
2019,11,28,20.84,73.93,0.0
2019,11,29,19.65,79.42,0.0
2019,11,30,19.25,79.7,0.0
2019,12,1,19.17,80.5,0.0
2019,12,2,18.05,78.09,0.0
2019,12,3,16.45,73.49,0.0
2019,12,4,15.24,71.42,0.0
2019,12,5,15.35,72.51,0.0
2019,12,6,17.19,73.33,0.0
2019,12,7,18.77,75.45,0.0
2019,12,8,19.3,72.05,0.0
2019,12,9,17.39,76.32,0.0
2019,12,10,16.4,77.94,0.0
2019,12,11,17.28,72.49,0.0
2019,12,12,17.43,78.6,0.29
2019,12,13,18.01,87.5,21.55
2019,12,14,18.92,81.38,2.73
2019,12,15,17.49,83.21,0.81
2019,12,16,16.9,80.99,0.13
2019,12,17,14.54,79.6,0.0
2019,12,18,12.56,81.93,0.0
2019,12,19,11.33,82.26,0.0
2019,12,20,11.66,77.64,0.0
2019,12,21,11.89,76.63,0.0
2019,12,22,13.68,80.84,0.0
2019,12,23,14.86,71.69,0.0
2019,12,24,13.5,68.92,0.0
2019,12,25,12.58,74.58,0.01
2019,12,26,12.38,69.57,0.03
2019,12,27,9.93,65.81,0.0
2019,12,28,9.11,71.45,0.0
2019,12,29,8.62,73.35,0.0
2019,12,30,8.65,72.49,0.0
2019,12,31,11.04,64.92,0.0
