-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 12/31/2019 in LST
Location: latitude  18.52   longitude 73.85 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 635.99 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,T2M,RH2M,PRECTOTCORR
2015,1,1,17.97,75.39,0.23
2015,1,2,17.65,78.95,0.04
2015,1,3,17.92,78.15,0.0
2015,1,4,18.99,76.85,0.0
2015,1,5,19.6,66.22,0.0
2015,1,6,19.04,66.96,0.0
2015,1,7,18.26,58.73,0.0
2015,1,8,17.51,48.21,0.0
2015,1,9,17.47,48.06,0.0
2015,1,10,17.05,45.31,0.0
2015,1,11,16.89,44.95,0.0
2015,1,12,17.47,42.63,0.0
2015,1,13,17.87,43.07,0.0
2015,1,14,18.65,42.48,0.0
2015,1,15,18.58,44.01,0.0
2015,1,16,18.84,48.24,0.0
2015,1,17,19.23,44.76,0.0
2015,1,18,19.02,50.53,0.0
2015,1,19,19.48,54.88,0.0
2015,1,20,18.84,65.53,0.0
2015,1,21,18.66,67.03,0.0
2015,1,22,19.01,73.07,0.0
2015,1,23,19.26,71.96,0.0
2015,1,24,20.79,63.83,0.21
2015,1,25,21.1,61.89,0.17
2015,1,26,19.8,66.18,0.0
2015,1,27,19.53,63.25,0.0
2015,1,28,20.15,61.09,0.0
2015,1,29,20.64,59.88,0.0
2015,1,30,21.09,54.12,0.0
2015,1,31,21.71,46.87,0.0
2015,2,1,21.19,50.09,0.0
2015,2,2,21.66,50.09,0.0
2015,2,3,21.96,46.4,0.0
2015,2,4,22.19,40.66,0.0
2015,2,5,22.2,37.22,0.0
2015,2,6,21.82,42.43,0.0
2015,2,7,21.4,47.67,0.0
2015,2,8,19.99,50.83,0.0
2015,2,9,21.14,44.09,0.0
2015,2,10,23.55,47.64,0.08
2015,2,11,22.56,49.97,0.0
2015,2,12,22.08,46.66,0.0
2015,2,13,22.24,40.11,0.0
2015,2,14,22.28,37.52,0.0
2015,2,15,22.67,38.45,0.0
2015,2,16,23.12,37.29,0.0
2015,2,17,23.18,37.28,0.0
2015,2,18,22.18,37.83,0.0
2015,2,19,22.55,49.91,0.0
2015,2,20,23.16,40.9,0.0
2015,2,21,24.07,32.81,0.0
2015,2,22,24.72,33.54,0.0
2015,2,23,24.12,34.07,0.0
2015,2,24,24.38,42.31,0.0
2015,2,25,23.3,49.88,0.0
2015,2,26,21.7,51.85,0.0
2015,2,27,20.88,51.63,0.0
2015,2,28,20.87,66.25,14.91
2015,3,1,19.9,82.23,17.15
2015,3,2,19.17,74.75,1.13
2015,3,3,18.01,64.59,0.0
2015,3,4,18.13,55.22,0.0
2015,3,5,20.25,53.75,0.0
2015,3,6,22.26,48.04,0.0
2015,3,7,22.94,43.26,0.0
2015,3,8,23.24,45.81,0.0
2015,3,9,23.68,50.04,0.0
2015,3,10,25.59,58.9,0.8
2015,3,11,25.12,57.95,0.32
2015,3,12,26.24,45.78,0.0
2015,3,13,26.42,49.15,1.12
2015,3,14,26.14,54.76,1.58
2015,3,15,23.92,66.11,0.35
2015,3,16,23.31,63.04,0.01
2015,3,17,23.95,44.84,0.0
2015,3,18,25.72,40.82,0.0
2015,3,19,27.48,43.43,0.0
2015,3,20,28.02,41.8,0.0
2015,3,21,28.55,42.05,0.0
2015,3,22,28.96,41.01,0.0
2015,3,23,28.6,36.58,0.0
2015,3,24,29.31,34.55,0.0
2015,3,25,29.67,34.54,0.0
2015,3,26,30.09,40.1,0.0
2015,3,27,29.49,46.11,0.03
2015,3,28,29.1,48.14,0.12
2015,3,29,27.79,49.59,2.6
2015,3,30,27.81,47.2,0.41
2015,3,31,27.32,33.34,0.0
2015,4,1,27.39,29.11,0.0
2015,4,2,26.29,38.19,0.0
2015,4,3,25.55,52.84,0.0
2015,4,4,24.67,52.11,0.0
2015,4,5,25.83,56.74,0.0
2015,4,6,26.12,51.43,0.0
2015,4,7,25.78,54.56,0.0
2015,4,8,27.57,54.96,0.0
2015,4,9,28.33,53.11,0.0
2015,4,10,27.91,59.07,0.05
2015,4,11,27.66,56.63,0.24
2015,4,12,26.11,51.72,0.12
2015,4,13,25.23,52.62,0.37
2015,4,14,26.1,51.18,0.04
2015,4,15,27.81,46.46,0.0
2015,4,16,28.91,43.46,0.01
2015,4,17,29.74,45.29,0.0
2015,4,18,29.79,47.19,0.0
2015,4,19,31.12,35.32,0.0
2015,4,20,31.96,34.27,0.0
2015,4,21,31.47,37.16,0.0
2015,4,22,29.97,51.34,0.0
2015,4,23,29.22,49.93,0.0
2015,4,24,28.23,45.77,0.0
2015,4,25,27.53,47.95,0.0
2015,4,26,28.2,52.49,0.0
2015,4,27,29.57,49.93,0.0
2015,4,28,29.56,49.23,0.03
2015,4,29,29.23,52.88,0.0
2015,4,30,28.67,53.31,0.0
2015,5,1,28.3,53.8,0.0
2015,5,2,28.57,50.54,0.03
2015,5,3,28.27,53.3,0.05
2015,5,4,29.39,49.47,0.01
2015,5,5,30.62,45.15,1.57
2015,5,6,31.01,39.55,1.59
2015,5,7,30.4,43.78,0.01
2015,5,8,30.9,44.83,0.02
2015,5,9,30.52,46.6,0.64
2015,5,10,30.25,45.39,0.14
2015,5,11,30.74,43.96,0.1
2015,5,12,29.68,53.32,0.32
2015,5,13,26.79,67.29,30.91
2015,5,14,27.25,69.78,24.56
2015,5,15,27.75,67.98,1.56
2015,5,16,29.61,59.41,0.81
2015,5,17,28.66,61.3,0.02
2015,5,18,28.64,63.87,0.0
2015,5,19,27.87,66.32,0.0
2015,5,20,28.28,64.94,0.0
2015,5,21,27.99,66.07,0.0
2015,5,22,27.54,69.2,0.0
2015,5,23,26.86,71.53,0.0
2015,5,24,27.83,67.82,0.0
2015,5,25,27.31,71.56,0.0
2015,5,26,27.9,66.56,0.0
2015,5,27,28.51,64.24,0.01
2015,5,28,28.72,63.11,0.01
2015,5,29,28.68,64.24,0.58
2015,5,30,28.35,64.23,0.76
2015,5,31,29.22,57.62,0.04
2015,6,1,27.63,62.34,0.09
2015,6,2,27.2,64.3,0.01
2015,6,3,28.65,57.69,0.04
2015,6,4,29.19,57.28,4.3
2015,6,5,26.33,74.54,8.67
2015,6,6,27.37,69.72,1.61
2015,6,7,26.96,76.35,17.58
2015,6,8,26.29,76.93,7.26
2015,6,9,25.87,77.49,7.44
2015,6,10,25.98,78.75,5.88
2015,6,11,26.15,81.24,29.3
2015,6,12,24.68,86.17,26.5
2015,6,13,23.96,86.04,9.12
2015,6,14,23.48,86.86,13.28
2015,6,15,23.89,81.17,7.35
2015,6,16,24.38,79.17,6.61
2015,6,17,24.24,80.45,9.2
2015,6,18,24.3,85.39,60.78
2015,6,19,24.12,87.56,46.95
2015,6,20,24.52,89.6,33.33
2015,6,21,24.34,90.82,97.51
2015,6,22,24.08,92.71,39.46
2015,6,23,24.62,90.63,59.38
2015,6,24,24.01,90.41,29.29
2015,6,25,24.92,87.07,10.28
2015,6,26,24.81,86.01,0.75
2015,6,27,24.77,85.06,0.17
2015,6,28,24.72,85.99,0.54
2015,6,29,24.68,84.97,2.77
2015,6,30,24.26,86.35,3.36
2015,7,1,24.36,85.38,1.32
2015,7,2,24.56,84.54,0.1
2015,7,3,24.66,84.55,0.11
2015,7,4,24.68,85.29,0.11
2015,7,5,24.84,84.16,0.08
2015,7,6,24.42,84.94,0.08
2015,7,7,24.59,84.83,0.46
2015,7,8,24.51,85.51,2.08
2015,7,9,24.61,86.08,2.02
2015,7,10,24.41,86.02,1.78
2015,7,11,24.38,84.82,3.55
2015,7,12,24.8,83.8,1.0
2015,7,13,24.84,84.55,0.25
2015,7,14,25.08,83.65,0.11
2015,7,15,24.63,84.54,0.3
2015,7,16,24.47,85.06,1.69
2015,7,17,24.23,86.22,1.94
2015,7,18,24.73,84.59,3.48
2015,7,19,24.18,88.19,5.0
2015,7,20,23.73,90.93,21.96
2015,7,21,23.92,90.13,26.35
2015,7,22,24.27,88.61,15.58
2015,7,23,24.84,86.31,9.16
2015,7,24,23.73,87.69,13.13
2015,7,25,23.95,86.83,9.16
2015,7,26,24.16,86.13,3.77
2015,7,27,23.82,86.82,12.43
2015,7,28,23.11,89.18,15.76
2015,7,29,23.1,88.07,10.0
2015,7,30,23.6,86.86,7.72
2015,7,31,23.66,87.28,5.24
2015,8,1,23.74,86.87,2.84
2015,8,2,23.88,86.31,0.71
2015,8,3,23.59,86.39,1.05
2015,8,4,23.5,88.54,3.12
2015,8,5,23.35,90.35,8.25
2015,8,6,23.83,87.49,3.76
2015,8,7,24.2,86.42,2.19
2015,8,8,24.27,86.07,2.81
2015,8,9,24.21,87.45,2.98
2015,8,10,23.93,88.16,1.74
2015,8,11,23.07,90.57,4.22
2015,8,12,23.13,89.35,2.24
2015,8,13,23.78,87.58,2.59
2015,8,14,24.16,85.92,4.27
2015,8,15,24.39,85.68,2.32
2015,8,16,23.99,86.38,2.88
2015,8,17,24.26,86.08,3.89
2015,8,18,24.71,84.32,0.21
2015,8,19,25.07,83.66,0.04
2015,8,20,24.24,85.33,0.1
2015,8,21,24.01,85.72,0.66
2015,8,22,23.76,85.71,0.74
2015,8,23,23.63,86.59,0.49
2015,8,24,23.67,85.26,0.92
2015,8,25,23.84,85.28,5.77
2015,8,26,24.09,85.54,3.13
2015,8,27,24.01,85.49,3.28
2015,8,28,23.94,87.04,8.07
2015,8,29,23.99,87.21,4.66
2015,8,30,23.87,86.65,3.11
2015,8,31,22.73,89.72,1.83
2015,9,1,23.18,86.29,0.81
2015,9,2,22.94,84.83,0.27
2015,9,3,23.26,81.32,0.01
2015,9,4,24.04,78.21,0.1
2015,9,5,24.14,81.53,0.11
2015,9,6,23.84,82.35,0.12
2015,9,7,23.47,82.3,0.15
2015,9,8,23.01,86.6,16.08
2015,9,9,23.54,88.4,24.3
2015,9,10,24.48,88.1,23.83
2015,9,11,25.18,82.9,4.32
2015,9,12,24.85,86.16,35.13
2015,9,13,23.85,90.75,23.36
2015,9,14,24.09,89.03,7.37
2015,9,15,23.66,90.19,22.65
2015,9,16,23.97,90.46,9.73
2015,9,17,24.12,90.86,9.81
2015,9,18,23.66,93.09,33.28
2015,9,19,23.76,90.23,22.47
2015,9,20,23.38,89.55,13.7
2015,9,21,23.54,89.32,8.63
2015,9,22,23.53,89.23,1.44
2015,9,23,23.46,87.63,1.62
2015,9,24,23.79,85.49,0.19
2015,9,25,23.15,87.26,0.0
2015,9,26,22.36,80.07,0.01
2015,9,27,22.42,80.49,0.0
2015,9,28,22.99,78.53,0.0
2015,9,29,24.35,77.68,0.0
2015,9,30,24.86,77.63,0.05
2015,10,1,25.06,81.95,3.62
2015,10,2,25.0,85.32,15.2
2015,10,3,24.47,89.43,19.56
2015,10,4,24.13,89.46,8.47
2015,10,5,24.88,83.01,1.98
2015,10,6,24.16,75.65,0.0
2015,10,7,23.99,71.74,0.0
2015,10,8,24.44,73.62,0.01
2015,10,9,24.98,79.42,0.17
2015,10,10,24.13,89.03,4.25
2015,10,11,24.11,88.82,15.21
2015,10,12,24.36,84.54,7.01
2015,10,13,24.47,79.75,0.06
2015,10,14,24.96,68.87,0.0
2015,10,15,24.25,67.01,0.0
2015,10,16,24.01,70.86,0.0
2015,10,17,24.71,74.93,0.0
2015,10,18,24.76,75.18,0.0
2015,10,19,24.44,70.45,0.0
2015,10,20,23.93,66.13,0.0
2015,10,21,24.56,68.81,0.0
2015,10,22,24.76,69.15,0.0
2015,10,23,24.85,70.62,0.0
2015,10,24,25.32,70.31,0.01
2015,10,25,24.9,73.25,2.08
2015,10,26,23.59,78.71,1.03
2015,10,27,22.68,79.36,0.01
2015,10,28,23.93,72.64,0.0
2015,10,29,23.71,72.67,0.0
2015,10,30,23.45,74.14,0.0
2015,10,31,23.0,74.4,0.0
2015,11,1,22.93,74.18,0.0
2015,11,2,22.83,70.64,0.0
2015,11,3,22.65,70.44,0.0
2015,11,4,22.99,74.7,0.3
2015,11,5,23.08,74.13,0.03
2015,11,6,23.08,69.87,0.0
2015,11,7,22.92,66.86,0.0
2015,11,8,22.85,65.62,0.0
2015,11,9,22.73,64.77,0.0
2015,11,10,21.13,62.21,0.0
2015,11,11,22.06,64.67,0.0
2015,11,12,22.22,62.69,0.0
2015,11,13,21.51,62.99,0.0
2015,11,14,21.75,61.09,0.0
2015,11,15,21.26,61.66,0.0
2015,11,16,21.94,61.11,0.0
2015,11,17,21.61,60.93,0.0
2015,11,18,20.64,56.22,0.0
2015,11,19,20.75,56.17,0.0
2015,11,20,22.36,64.3,0.02
2015,11,21,23.19,82.33,2.42
2015,11,22,22.44,88.68,25.22
2015,11,23,21.62,91.97,25.62
2015,11,24,21.59,87.0,0.17
2015,11,25,22.45,78.82,0.07
2015,11,26,22.28,70.94,0.01
2015,11,27,22.26,70.24,0.0
2015,11,28,21.67,70.12,0.0
2015,11,29,21.39,68.62,0.0
2015,11,30,22.1,69.26,0.0
2015,12,1,22.4,74.07,0.0
2015,12,2,22.31,72.09,0.0
2015,12,3,21.75,71.33,0.0
2015,12,4,20.87,62.07,0.0
2015,12,5,20.48,63.13,0.0
2015,12,6,20.04,61.31,0.0
2015,12,7,19.93,57.69,0.0
2015,12,8,20.07,55.28,0.0
2015,12,9,19.64,60.42,0.0
2015,12,10,21.15,62.78,0.0
2015,12,11,21.24,72.87,0.0
2015,12,12,20.9,69.06,0.0
2015,12,13,20.69,61.66,0.0
2015,12,14,21.63,65.28,0.0
2015,12,15,22.56,63.99,0.0
2015,12,16,22.68,64.78,0.0
2015,12,17,21.6,55.97,0.0
2015,12,18,20.86,55.24,0.0
2015,12,19,21.06,64.44,0.0
2015,12,20,21.12,70.3,0.0
2015,12,21,20.42,67.72,0.0
2015,12,22,18.34,55.14,0.0
2015,12,23,17.53,50.59,0.0
2015,12,24,17.6,44.47,0.0
2015,12,25,16.68,35.48,0.0
2015,12,26,16.68,35.36,0.0
2015,12,27,18.25,38.14,0.0
2015,12,28,19.55,37.67,0.0
2015,12,29,20.35,39.94,0.0
2015,12,30,21.23,37.73,0.0
2015,12,31,20.98,40.85,0.0
2016,1,1,21.45,41.07,0.0
2016,1,2,20.73,44.04,0.0
2016,1,3,20.01,41.41,0.0
2016,1,4,20.05,40.66,0.0
2016,1,5,20.21,42.54,0.0
2016,1,6,20.77,43.5,0.0
2016,1,7,20.89,47.91,0.0
2016,1,8,21.18,50.01,0.0
2016,1,9,20.62,48.4,0.0
2016,1,10,20.4,42.87,0.0
2016,1,11,20.09,45.99,0.0
2016,1,12,20.16,50.56,0.0
2016,1,13,19.69,54.19,0.0
2016,1,14,19.44,55.98,0.0
2016,1,15,19.19,66.34,0.0
2016,1,16,19.83,66.44,0.0
2016,1,17,18.76,68.43,0.0
2016,1,18,18.02,65.29,0.0
2016,1,19,17.59,60.36,0.0
2016,1,20,17.31,43.07,0.0
2016,1,21,18.06,39.97,0.0
2016,1,22,18.56,29.47,0.0
2016,1,23,19.79,34.67,0.0
2016,1,24,20.7,44.26,0.0
2016,1,25,20.56,43.17,0.0
2016,1,26,20.63,40.96,0.0
2016,1,27,20.43,44.29,0.0
2016,1,28,21.38,38.24,0.0
2016,1,29,22.69,33.8,0.0
2016,1,30,22.55,34.97,0.0
2016,1,31,22.6,38.66,0.0
2016,2,1,22.45,41.21,0.0
2016,2,2,22.5,36.82,0.0
2016,2,3,21.77,36.26,0.0
2016,2,4,21.43,33.99,0.0
2016,2,5,22.2,38.66,0.0
2016,2,6,20.07,63.38,0.0
2016,2,7,19.14,66.41,0.0
2016,2,8,20.83,53.99,0.0
2016,2,9,22.58,48.29,0.0
2016,2,10,21.86,61.32,0.0
2016,2,11,20.73,66.79,0.0
2016,2,12,19.45,67.12,0.0
2016,2,13,19.46,61.27,0.0
2016,2,14,21.3,48.62,0.0
2016,2,15,22.8,43.21,0.0
2016,2,16,23.77,46.56,0.0
2016,2,17,24.22,52.74,0.0
2016,2,18,24.58,45.89,0.0
2016,2,19,24.75,59.08,0.0
2016,2,20,25.42,55.71,0.0
2016,2,21,26.64,47.66,0.0
2016,2,22,26.0,34.95,0.0
2016,2,23,26.08,31.45,0.0
2016,2,24,23.94,42.3,0.0
2016,2,25,23.68,52.42,0.0
2016,2,26,24.65,41.65,0.0
2016,2,27,25.99,35.81,0.0
2016,2,28,26.93,37.59,0.39
2016,2,29,28.03,42.88,1.41
2016,3,1,27.98,46.81,0.27
2016,3,2,27.53,53.11,2.65
2016,3,3,27.21,51.2,0.64
2016,3,4,27.95,46.28,1.5
2016,3,5,27.62,39.9,0.0
2016,3,6,26.09,35.08,0.0
2016,3,7,26.31,30.05,0.0
2016,3,8,26.45,30.97,0.0
2016,3,9,26.4,31.33,0.0
2016,3,10,28.29,27.14,0.0
2016,3,11,28.3,29.7,0.0
2016,3,12,26.65,37.44,0.0
2016,3,13,23.74,50.41,0.0
2016,3,14,23.72,54.89,0.0
2016,3,15,24.57,50.28,0.0
2016,3,16,25.02,48.39,0.0
2016,3,17,25.86,44.59,0.0
2016,3,18,27.7,41.91,0.0
2016,3,19,28.51,36.07,0.0
2016,3,20,28.69,29.74,0.0
2016,3,21,28.08,28.06,0.0
2016,3,22,27.82,20.44,0.0
2016,3,23,28.86,20.77,0.0
2016,3,24,29.54,29.53,0.0
2016,3,25,29.19,43.9,0.0
2016,3,26,29.96,39.88,0.0
2016,3,27,29.48,35.66,0.03
2016,3,28,29.65,31.05,0.01
2016,3,29,28.81,28.65,0.0
2016,3,30,28.75,35.16,0.0
2016,3,31,27.64,42.62,0.0
2016,4,1,27.98,43.87,0.0
2016,4,2,28.67,46.16,0.0
2016,4,3,28.73,51.43,0.0
2016,4,4,29.77,44.28,0.02
2016,4,5,28.96,45.62,0.38
2016,4,6,28.77,42.96,0.28
2016,4,7,28.54,41.94,0.05
2016,4,8,29.2,29.41,0.0
2016,4,9,28.92,28.73,0.0
2016,4,10,29.14,37.7,0.0
2016,4,11,30.02,36.43,0.0
2016,4,12,29.87,32.9,0.0
2016,4,13,28.59,42.2,0.0
2016,4,14,29.08,45.42,0.0
2016,4,15,29.54,37.18,0.0
2016,4,16,29.01,44.68,0.0
2016,4,17,27.99,48.9,0.0
2016,4,18,29.9,49.43,0.0
2016,4,19,30.0,49.22,0.56
2016,4,20,30.38,50.62,0.57
2016,4,21,29.65,46.29,0.0
2016,4,22,27.15,50.97,0.0
2016,4,23,26.43,57.58,0.0
2016,4,24,26.73,57.03,0.0
2016,4,25,27.55,50.8,0.0
2016,4,26,28.99,44.39,0.0
2016,4,27,30.84,31.52,0.0
2016,4,28,31.25,31.61,0.0
2016,4,29,30.12,41.53,0.0
2016,4,30,30.0,45.29,0.0
2016,5,1,29.45,42.9,0.0
2016,5,2,29.29,49.72,0.0
2016,5,3,29.75,44.96,0.0
2016,5,4,28.61,47.71,0.0
2016,5,5,28.49,54.97,0.0
2016,5,6,28.11,51.84,0.0
2016,5,7,28.46,53.22,0.01
2016,5,8,28.9,55.95,0.45
2016,5,9,29.82,50.49,1.68
2016,5,10,29.76,50.51,1.79
2016,5,11,30.28,48.89,0.38
2016,5,12,30.17,51.75,0.88
2016,5,13,29.77,58.25,0.42
2016,5,14,30.35,56.39,1.37
2016,5,15,31.01,51.04,0.0
2016,5,16,30.52,51.8,0.0
2016,5,17,29.59,58.13,0.0
2016,5,18,30.04,61.08,0.0
2016,5,19,29.25,62.68,0.01
2016,5,20,28.71,64.63,0.0
2016,5,21,28.49,66.41,0.0
2016,5,22,28.95,64.24,0.0
2016,5,23,28.65,66.61,0.08
2016,5,24,28.93,63.06,0.03
2016,5,25,28.28,65.69,0.01
2016,5,26,28.62,67.11,0.03
2016,5,27,29.04,65.38,0.02
2016,5,28,28.93,65.51,0.0
2016,5,29,28.89,63.04,0.01
2016,5,30,29.09,59.68,0.02
2016,5,31,29.17,58.85,0.0
2016,6,1,29.79,57.12,0.31
2016,6,2,29.5,59.42,1.74
2016,6,3,29.33,61.92,0.85
2016,6,4,28.22,70.37,14.89
2016,6,5,27.04,77.29,11.47
2016,6,6,26.52,75.32,5.91
2016,6,7,27.62,71.17,0.13
2016,6,8,27.19,76.15,0.71
2016,6,9,26.83,76.61,1.55
2016,6,10,26.42,78.74,3.64
2016,6,11,25.45,81.9,7.09
2016,6,12,25.94,81.16,4.37
2016,6,13,26.11,81.7,2.34
2016,6,14,26.44,77.37,1.35
2016,6,15,26.47,75.43,0.83
2016,6,16,26.77,73.65,0.24
2016,6,17,26.54,72.91,0.72
2016,6,18,26.42,75.06,1.73
2016,6,19,25.48,79.08,6.07
2016,6,20,24.31,85.18,21.12
2016,6,21,24.56,86.88,20.25
2016,6,22,24.66,83.4,5.27
2016,6,23,24.41,82.68,11.27
2016,6,24,24.49,85.22,22.18
2016,6,25,23.96,91.27,63.89
2016,6,26,24.47,84.76,30.29
2016,6,27,24.37,87.7,19.65
2016,6,28,24.8,88.55,35.48
2016,6,29,24.64,87.55,15.58
2016,6,30,24.69,88.39,18.79
2016,7,1,24.63,89.4,28.58
2016,7,2,24.19,93.24,78.15
2016,7,3,24.15,93.61,64.35
2016,7,4,24.31,91.81,38.18
2016,7,5,24.14,92.03,22.98
2016,7,6,24.31,90.06,12.4
2016,7,7,24.38,87.63,9.52
2016,7,8,23.87,91.05,21.3
2016,7,9,23.43,93.62,30.57
2016,7,10,23.62,94.53,69.76
2016,7,11,23.58,94.36,44.15
2016,7,12,23.55,92.7,23.05
2016,7,13,23.97,89.97,18.15
2016,7,14,23.83,89.92,12.1
2016,7,15,23.81,90.12,8.55
2016,7,16,23.81,89.76,8.71
2016,7,17,23.72,89.34,8.67
2016,7,18,23.61,90.23,21.13
2016,7,19,23.13,92.08,31.84
2016,7,20,23.11,92.69,21.62
2016,7,21,22.91,92.93,9.92
2016,7,22,22.96,93.09,14.92
2016,7,23,23.13,92.54,11.9
2016,7,24,23.19,91.88,3.63
2016,7,25,23.13,90.93,3.99
2016,7,26,23.27,90.31,11.03
2016,7,27,23.15,90.45,8.86
2016,7,28,23.17,91.23,11.98
2016,7,29,22.62,93.02,31.19
2016,7,30,23.09,92.99,17.06
2016,7,31,23.0,94.66,52.4
2016,8,1,22.88,95.43,79.12
2016,8,2,22.54,95.7,93.27
2016,8,3,22.8,96.0,92.52
2016,8,4,23.2,93.9,30.04
2016,8,5,23.43,94.85,54.15
2016,8,6,23.32,92.95,27.39
2016,8,7,22.86,93.37,16.68
2016,8,8,23.18,92.12,17.34
2016,8,9,23.24,92.72,19.2
2016,8,10,23.18,92.01,21.66
2016,8,11,22.98,92.38,17.57
2016,8,12,23.4,91.56,11.08
2016,8,13,23.25,91.14,4.31
2016,8,14,22.86,90.83,1.83
2016,8,15,22.99,90.82,3.43
2016,8,16,23.16,90.53,2.41
2016,8,17,23.2,89.64,2.45
2016,8,18,22.95,89.71,5.74
2016,8,19,22.72,90.29,2.33
2016,8,20,22.52,91.59,1.89
2016,8,21,23.62,89.7,3.83
2016,8,22,23.41,90.14,8.76
2016,8,23,23.46,91.58,20.81
2016,8,24,23.55,90.86,12.93
2016,8,25,22.92,89.77,5.15
2016,8,26,23.15,90.72,14.34
2016,8,27,23.12,91.58,31.43
2016,8,28,23.24,92.36,21.75
2016,8,29,23.58,91.69,7.11
2016,8,30,23.37,92.37,7.82
2016,8,31,23.03,90.47,2.62
2016,9,1,22.87,90.66,6.64
2016,9,2,22.75,90.02,6.65
2016,9,3,22.41,90.13,6.05
2016,9,4,22.17,89.84,1.75
2016,9,5,21.96,90.02,1.78
2016,9,6,21.96,89.3,1.85
2016,9,7,21.8,89.22,2.36
2016,9,8,21.78,88.88,1.67
2016,9,9,21.86,89.52,1.62
2016,9,10,21.9,90.64,2.9
2016,9,11,22.19,90.19,4.47
2016,9,12,22.31,88.5,0.67
2016,9,13,22.95,86.18,1.74
2016,9,14,23.12,89.43,9.37
2016,9,15,23.06,92.29,18.08
2016,9,16,23.04,95.12,35.18
2016,9,17,22.97,96.17,80.09
2016,9,18,22.75,95.7,32.38
2016,9,19,22.15,92.31,14.68
2016,9,20,22.48,92.72,24.94
2016,9,21,22.82,94.52,45.97
2016,9,22,23.2,94.49,39.67
2016,9,23,23.42,94.91,32.39
2016,9,24,23.13,94.35,29.47
2016,9,25,23.17,93.75,5.57
2016,9,26,23.17,93.01,4.68
2016,9,27,23.44,91.29,5.44
2016,9,28,23.45,90.37,1.71
2016,9,29,23.13,90.81,0.8
2016,9,30,22.33,91.01,0.3
2016,10,1,22.03,93.32,27.58
2016,10,2,22.27,93.74,14.74
2016,10,3,23.19,92.98,12.1
2016,10,4,22.42,92.81,16.27
2016,10,5,22.06,92.24,6.77
2016,10,6,22.05,91.94,2.25
2016,10,7,22.91,90.9,0.95
2016,10,8,22.85,90.44,0.69
2016,10,9,23.73,89.62,4.54
2016,10,10,23.82,86.6,7.07
2016,10,11,23.68,86.6,2.8
2016,10,12,23.16,86.45,1.06
2016,10,13,22.67,83.73,0.03
2016,10,14,22.58,81.63,1.15
2016,10,15,22.2,77.22,0.03
2016,10,16,21.69,75.07,0.0
2016,10,17,22.0,73.31,0.0
2016,10,18,21.03,72.49,0.0
2016,10,19,21.24,72.13,0.0
2016,10,20,21.39,69.77,0.0
2016,10,21,21.13,69.91,0.0
2016,10,22,20.93,73.31,0.0
2016,10,23,20.95,75.69,0.0
2016,10,24,20.51,79.57,0.0
2016,10,25,20.05,78.28,0.0
2016,10,26,19.58,74.93,0.0
2016,10,27,20.0,75.0,0.0
2016,10,28,19.97,68.46,0.0
2016,10,29,19.38,62.53,0.0
2016,10,30,19.63,70.77,0.0
2016,10,31,21.64,83.02,0.0
2016,11,1,20.0,73.13,0.0
2016,11,2,19.4,69.45,0.0
2016,11,3,18.85,72.03,0.0
2016,11,4,19.07,68.2,0.0
2016,11,5,19.27,71.8,0.0
2016,11,6,19.01,68.77,0.0
2016,11,7,18.72,68.16,0.0
2016,11,8,18.63,64.62,0.0
2016,11,9,18.44,64.67,0.0
2016,11,10,18.31,63.2,0.0
2016,11,11,18.08,61.52,0.0
2016,11,12,17.69,64.84,0.0
2016,11,13,18.52,66.57,0.0
2016,11,14,19.8,70.75,0.0
2016,11,15,20.9,74.55,0.01
2016,11,16,21.41,79.99,0.03
2016,11,17,19.92,72.32,0.0
2016,11,18,19.07,66.77,0.0
2016,11,19,18.58,61.47,0.0
2016,11,20,18.35,58.06,0.0
2016,11,21,18.33,58.34,0.0
2016,11,22,18.81,57.27,0.0
2016,11,23,18.65,59.36,0.0
2016,11,24,18.71,59.26,0.0
2016,11,25,18.46,59.0,0.0
2016,11,26,19.14,55.51,0.0
2016,11,27,19.34,56.75,0.0
2016,11,28,20.41,53.23,0.0
2016,11,29,20.56,54.2,0.0
2016,11,30,20.08,54.73,0.0
2016,12,1,20.19,56.47,0.0
2016,12,2,19.22,64.72,0.0
2016,12,3,20.16,69.8,0.0
2016,12,4,21.97,79.42,0.0
2016,12,5,21.45,73.69,0.0
2016,12,6,19.16,62.8,0.0
2016,12,7,18.02,61.46,0.0
2016,12,8,18.44,56.4,0.0
2016,12,9,17.8,52.27,0.0
2016,12,10,16.92,52.13,0.0
2016,12,11,17.32,55.88,0.0
2016,12,12,18.18,56.0,0.0
2016,12,13,18.58,57.69,0.0
2016,12,14,19.99,68.74,0.0
2016,12,15,21.59,75.73,0.0
2016,12,16,21.99,68.38,0.0
2016,12,17,21.35,67.97,0.0
2016,12,18,20.2,65.03,0.0
2016,12,19,19.47,56.87,0.0
2016,12,20,18.57,53.06,0.0
2016,12,21,18.79,47.77,0.0
